model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target,model_family,seed,params_json,scale_pos_weight,fit_seconds
lightgbm_cfg1_seed202,train,11058,7029,0.31321992403507043,0.9915993525528619,0.995318194138209,0.940992095938948,0.9823587992602077,0.9612305978979606,3596,433,124,6905,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5731967562953478,1.064
lightgbm_cfg1_seed202,validation,4190,2414,0.31321992403507043,0.9424551415541474,0.9425802607457319,0.8665158371040724,0.951946975973488,0.9072246348203712,1422,354,116,2298,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5731967562953478,1.064
lightgbm_cfg1_seed202,test,4046,2647,0.31321992403507043,0.9649377165890797,0.9737517941956364,0.9304733727810651,0.9505100113335851,0.9403849747710709,1211,188,131,2516,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5731967562953478,1.064
lightgbm_cfg1_seed777,train,11058,7029,0.38032131386032253,0.9915605105268774,0.9952890021096882,0.9534139897093589,0.9753876796130317,0.9642756680731364,3694,335,173,6856,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5731967562953478,1.05
lightgbm_cfg1_seed777,validation,4190,2414,0.38032131386032253,0.9426338102808691,0.9414950077648626,0.8742791234140715,0.9420049710024855,0.9068793619142572,1449,327,140,2274,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5731967562953478,1.05
lightgbm_cfg1_seed777,test,4046,2647,0.38032131386032253,0.9646206894503143,0.9726104887904589,0.936490041337843,0.9414431431809596,0.9389600602863603,1230,169,155,2492,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5731967562953478,1.05
lightgbm_cfg2_seed42,train,11058,7029,0.3783672068667113,0.9989116464319132,0.9994092090708322,0.9871013465627215,0.9907525963863992,0.9889236012496451,3938,91,65,6964,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.157
lightgbm_cfg2_seed42,validation,4190,2414,0.3783672068667113,0.9416854198855026,0.943163059170368,0.8680318543799772,0.948218724109362,0.906355177192635,1428,348,125,2289,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.157
lightgbm_cfg2_seed42,test,4046,2647,0.3783672068667113,0.964560470496358,0.9719049025560316,0.9309453471196455,0.9523989421987156,0.9415499533146593,1212,187,126,2521,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.157
lightgbm_cfg2_seed202,train,11058,7029,0.3843652533530463,0.9988904245613527,0.9993979138799762,0.9868215955788578,0.9907525963863992,0.9887831889819678,3936,93,65,6964,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.14
lightgbm_cfg2_seed202,validation,4190,2414,0.3843652533530463,0.9420595512662624,0.9438030266001498,0.8668941979522184,0.9469759734879868,0.9051672936052267,1425,351,128,2286,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.14
lightgbm_cfg2_seed202,test,4046,2647,0.3843652533530463,0.9651253944949074,0.972856962657739,0.9306273062730628,0.9527767283717415,0.9415717752473399,1211,188,125,2522,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.14
lightgbm_cfg2_seed777,train,11058,7029,0.3740099951832127,0.9989240405692956,0.9994175423715042,0.9879415519931906,0.9907525963863992,0.9893450774257707,3944,85,65,6964,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.153
lightgbm_cfg2_seed777,validation,4190,2414,0.3740099951832127,0.941204460467095,0.9434053850682613,0.8662878787878788,0.9473902236951118,0.9050257222002375,1423,353,127,2287,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.153
lightgbm_cfg2_seed777,test,4046,2647,0.3740099951832127,0.9655110118323493,0.9743184908316671,0.9280997798972854,0.9557990177559501,0.9417457658663688,1203,196,117,2530,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5731967562953478,3.153
lightgbm_cfg3_seed42,train,11058,7029,0.37431081125943627,0.9981772496533436,0.9990308587199463,0.9840011326631742,0.9887608479157775,0.9863752483678683,3916,113,79,6950,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.664
lightgbm_cfg3_seed42,validation,4190,2414,0.37431081125943627,0.9438427397986221,0.947478262532039,0.8676748582230623,0.9507042253521126,0.907293931607037,1426,350,119,2295,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.664
lightgbm_cfg3_seed42,test,4046,2647,0.37431081125943627,0.9649728218088748,0.9739956594752357,0.9289919058130979,0.9539100868908198,0.9412861136999069,1206,193,122,2525,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.664
lightgbm_cfg3_seed202,train,11058,7029,0.3367071391997765,0.9981694459372141,0.9990284180455522,0.9777965148960089,0.98989898989899,0.9838105337575115,3871,158,71,6958,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.669
lightgbm_cfg3_seed202,validation,4190,2414,0.3367071391997765,0.9438408738066981,0.94650327264376,0.8651389932381668,0.9540182270091135,0.9074074074074074,1417,359,111,2303,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.669
lightgbm_cfg3_seed202,test,4046,2647,0.3367071391997765,0.965613627090212,0.9744381347909945,0.9276051188299818,0.9584435209671326,0.9427722036417688,1201,198,110,2537,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.669
lightgbm_cfg3_seed777,train,11058,7029,0.38837002597314446,0.9982073345680156,0.9990460564515313,0.9852293708280074,0.9869113671930574,0.9860696517412937,3925,104,92,6937,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.628
lightgbm_cfg3_seed777,validation,4190,2414,0.38837002597314446,0.9432801432335401,0.9469082648526911,0.8699619771863117,0.947804473902237,0.9072164948453608,1434,342,126,2288,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.628
lightgbm_cfg3_seed777,test,4046,2647,0.38837002597314446,0.9655301846831605,0.9737564346501377,0.929520295202952,0.9516433698526634,0.9404517453798767,1208,191,128,2519,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""min_child_samples"": 80, ""n_estimators"": 600, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",0.5731967562953478,4.628
lightgbm_cfg4_seed42,train,11058,7029,0.43919406076114526,0.9999448090121692,0.9999700555957982,0.9998572244431754,0.9963010385545596,0.9980759637996152,4028,1,26,7003,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.159
lightgbm_cfg4_seed42,validation,4190,2414,0.43919406076114526,0.9420567522783763,0.9433201599724589,0.8722179585571758,0.9415907207953604,0.9055776892430278,1443,333,141,2273,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.159
lightgbm_cfg4_seed42,test,4046,2647,0.43919406076114526,0.9653711310334734,0.97462826661938,0.9323922734026746,0.9482432942954288,0.9402509833302115,1217,182,137,2510,success_resilience_next_4q,lightgbm,42,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.159
lightgbm_cfg4_seed202,train,11058,7029,0.40582873771387973,0.9999409248095708,0.9999678215530121,0.9997146118721462,0.9967278417982643,0.9982189926622498,4027,2,23,7006,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.173
lightgbm_cfg4_seed202,validation,4190,2414,0.40582873771387973,0.9430914448002269,0.9451290441735645,0.8670694864048338,0.9511184755592378,0.9071513235875149,1424,352,118,2296,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.173
lightgbm_cfg4_seed202,test,4046,2647,0.40582873771387973,0.9658091361604556,0.9754345996384188,0.9292035398230089,0.9520211560256895,0.9404739690240717,1207,192,127,2520,success_resilience_next_4q,lightgbm,202,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.173
lightgbm_cfg4_seed777,train,11058,7029,0.437485070992742,0.9999526480392316,0.99997399163376,0.9997144081108097,0.9960165030587566,0.9978620296465223,4027,2,28,7001,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.17
lightgbm_cfg4_seed777,validation,4190,2414,0.437485070992742,0.9418995424587803,0.9429484746641796,0.8726577437858508,0.9453189726594863,0.9075362895207795,1443,333,132,2282,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.17
lightgbm_cfg4_seed777,test,4046,2647,0.437485070992742,0.9648008062318787,0.9740026315334318,0.9317760474601409,0.949376652814507,0.940494011976048,1215,184,134,2513,success_resilience_next_4q,lightgbm,777,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""min_child_samples"": 60, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",0.5731967562953478,5.17
